时间,交易笔数
"2018-09-20 00:00","253674",
"2018-09-21 00:00","273051",
"2018-09-22 00:00","225537",
"2018-09-23 00:00","200319",
"2018-09-24 00:00","237670",
"2018-09-25 00:00","252113",
"2018-09-26 00:00","243927",
"2018-09-27 00:00","248686",
"2018-09-28 00:00","254239",
"2018-09-29 00:00","218339",
"2018-09-30 00:00","208210",
"2018-10-01 00:00","242820",
"2018-10-02 00:00","244772",
"2018-10-03 00:00","242303",
"2018-10-04 00:00","243157",
"2018-10-05 00:00","244719",
"2018-10-06 00:00","214843",
"2018-10-07 00:00","219731",
"2018-10-08 00:00","248041",
"2018-10-09 00:00","235862",
"2018-10-10 00:00","244945",
"2018-10-11 00:00","262467",
"2018-10-12 00:00","243174",
"2018-10-13 00:00","205097",
"2018-10-14 00:00","191259",
"2018-10-15 00:00","266945",
"2018-10-16 00:00","257967",
"2018-10-17 00:00","260362",
"2018-10-18 00:00","253450",
"2018-10-19 00:00","253826",
"2018-10-20 00:00","227821",
"2018-10-21 00:00","211505",
"2018-10-22 00:00","255324",
"2018-10-23 00:00","253463",
"2018-10-24 00:00","254091",
"2018-10-25 00:00","254599",
"2018-10-26 00:00","253002",
"2018-10-27 00:00","233749",
"2018-10-28 00:00","219860",
"2018-10-29 00:00","269754",
"2018-10-30 00:00","283327",
"2018-10-31 00:00","288283",
"2018-11-01 00:00","281941",
"2018-11-02 00:00","292704",
"2018-11-03 00:00","249564",
"2018-11-04 00:00","226247",
"2018-11-05 00:00","296283",
"2018-11-06 00:00","285451",
"2018-11-07 00:00","293734",
"2018-11-08 00:00","277597",
"2018-11-09 00:00","283896",
"2018-11-10 00:00","252499",
"2018-11-11 00:00","246991",
"2018-11-12 00:00","300006",
"2018-11-13 00:00","279160",
"2018-11-14 00:00","292755",
"2018-11-15 00:00","291525",
"2018-11-16 00:00","283124",
"2018-11-17 00:00","262649",
"2018-11-18 00:00","239803",
"2018-11-19 00:00","267971",
"2018-11-20 00:00","288450",
"2018-11-21 00:00","254942",
"2018-11-22 00:00","266116",
"2018-11-23 00:00","275261",
"2018-11-24 00:00","250014",
"2018-11-25 00:00","239256",
"2018-11-26 00:00","257062",
"2018-11-27 00:00","268533",
"2018-11-28 00:00","254456",
"2018-11-29 00:00","246226",
"2018-11-30 00:00","250157",
"2018-12-01 00:00","241847",
"2018-12-02 00:00","222673",
"2018-12-03 00:00","240652",
"2018-12-04 00:00","270189",
"2018-12-05 00:00","256501",
"2018-12-06 00:00","279654",
"2018-12-07 00:00","253890",
"2018-12-08 00:00","231104",
"2018-12-09 00:00","238569",
"2018-12-10 00:00","258353",
"2018-12-11 00:00","251487",
"2018-12-12 00:00","261423",
"2018-12-13 00:00","268422",
"2018-12-14 00:00","275801",
"2018-12-15 00:00","262879",
"2018-12-16 00:00","226453",
"2018-12-17 00:00","298823",
"2018-12-18 00:00","266245",
"2018-12-19 00:00","302392",
"2018-12-20 00:00","287273",
"2018-12-21 00:00","280588",
"2018-12-22 00:00","251216",
"2018-12-23 00:00","250739",
"2018-12-24 00:00","272297",
"2018-12-25 00:00","265052",
"2018-12-26 00:00","281305",
"2018-12-27 00:00","300020",
"2018-12-28 00:00","308267",
"2018-12-29 00:00","264980",
"2018-12-30 00:00","267639",
"2018-12-31 00:00","259684",
"2019-01-01 00:00","234725",
"2019-01-02 00:00","271696",
"2019-01-03 00:00","291016",
"2019-01-04 00:00","281772",
"2019-01-05 00:00","265192",
"2019-01-06 00:00","258522",
"2019-01-07 00:00","284782",
"2019-01-08 00:00","318524",
"2019-01-09 00:00","319056",
"2019-01-10 00:00","327338",
"2019-01-11 00:00","308372",
"2019-01-12 00:00","281502",
"2019-01-13 00:00","276997",
"2019-01-14 00:00","326685",
"2019-01-15 00:00","302279",
"2019-01-16 00:00","305702",
"2019-01-17 00:00","296695",
"2019-01-18 00:00","305965",
"2019-01-19 00:00","282188",
"2019-01-20 00:00","294118",
"2019-01-21 00:00","315202",
"2019-01-22 00:00","296040",
"2019-01-23 00:00","293494",
"2019-01-24 00:00","308146",
"2019-01-25 00:00","301085",
"2019-01-26 00:00","288285",
"2019-01-27 00:00","276651",
"2019-01-28 00:00","308062",
"2019-01-29 00:00","326162",
"2019-01-30 00:00","321980",
"2019-01-31 00:00","353945",
"2019-02-01 00:00","339341",
"2019-02-02 00:00","322032",
"2019-02-03 00:00","300171",
"2019-02-04 00:00","335288",
"2019-02-05 00:00","354069",
"2019-02-06 00:00","349596",
"2019-02-07 00:00","353046",
"2019-02-08 00:00","335280",
"2019-02-09 00:00","310892",
"2019-02-10 00:00","299609",
"2019-02-11 00:00","315725",
"2019-02-12 00:00","271573",
"2019-02-13 00:00","352651",
"2019-02-14 00:00","354483",
"2019-02-15 00:00","296729",
"2019-02-16 00:00","332137",
"2019-02-17 00:00","327463",
"2019-02-18 00:00","344274",
"2019-02-19 00:00","348242",
"2019-02-20 00:00","314320",
"2019-02-21 00:00","297595",
"2019-02-22 00:00","350306",
"2019-02-23 00:00","328239",
"2019-02-24 00:00","320446",
"2019-02-25 00:00","336634",
"2019-02-26 00:00","366568",
"2019-02-27 00:00","344560",
"2019-02-28 00:00","367827",
"2019-03-01 00:00","354422",
"2019-03-02 00:00","335864",
"2019-03-03 00:00","353683",
"2019-03-04 00:00","304188",
"2019-03-05 00:00","285716",
"2019-03-06 00:00","277863",
"2019-03-07 00:00","282523",
"2019-03-08 00:00","285264",
"2019-03-09 00:00","239492",
"2019-03-10 00:00","212877",
"2019-03-11 00:00","294741",
"2019-03-12 00:00","285653",
"2019-03-13 00:00","285957",
"2019-03-14 00:00","299929",
"2019-03-15 00:00","296970",
"2019-03-16 00:00","262267",
"2019-03-17 00:00","227290",
"2019-03-18 00:00","291505",
"2019-03-19 00:00","304744",
"2019-03-20 00:00","304960",
"2019-03-21 00:00","300712",
"2019-03-22 00:00","298524",
"2019-03-23 00:00","251573",
"2019-03-24 00:00","226166",
"2019-03-25 00:00","322191",
"2019-03-26 00:00","366415",
"2019-03-27 00:00","383186",
"2019-03-28 00:00","393698",
"2019-03-29 00:00","369817",
"2019-03-30 00:00","377783",
"2019-03-31 00:00","381652",
"2019-04-01 00:00","368904",
"2019-04-02 00:00","401507",
"2019-04-03 00:00","360250",
"2019-04-04 00:00","354660",
"2019-04-05 00:00","387090",
"2019-04-06 00:00","359569",
"2019-04-07 00:00","350631",
"2019-04-08 00:00","372417",
"2019-04-09 00:00","346071",
"2019-04-10 00:00","396501",
"2019-04-11 00:00","402802",
"2019-04-12 00:00","376767",
"2019-04-13 00:00","367076",
"2019-04-14 00:00","337030",
"2019-04-15 00:00","381473",
"2019-04-16 00:00","358517",
"2019-04-17 00:00","350737",
"2019-04-18 00:00","382981",
"2019-04-19 00:00","362128",
"2019-04-20 00:00","319840",
"2019-04-21 00:00","390735",
"2019-04-22 00:00","342014",
"2019-04-23 00:00","311753",
"2019-04-24 00:00","404279",
"2019-04-25 00:00","384089",
"2019-04-26 00:00","381209",
"2019-04-27 00:00","359008",
"2019-04-28 00:00","383291",
"2019-04-29 00:00","363207",
"2019-04-30 00:00","346486",
"2019-05-01 00:00","439549",
"2019-05-02 00:00","452646",
"2019-05-03 00:00","383032",
"2019-05-04 00:00","355910",
"2019-05-05 00:00","330732",
"2019-05-06 00:00","378476",
"2019-05-07 00:00","329943",
"2019-05-08 00:00","393081",
"2019-05-09 00:00","361569",
"2019-05-10 00:00","322963",
"2019-05-11 00:00","344957",
"2019-05-12 00:00","338571",
"2019-05-13 00:00","390428",
"2019-05-14 00:00","367370",
"2019-05-15 00:00","368901",
"2019-05-16 00:00","375062",
"2019-05-17 00:00","361654",
"2019-05-18 00:00","359704",
"2019-05-19 00:00","346859",
"2019-05-20 00:00","381582",
"2019-05-21 00:00","380889",
"2019-05-22 00:00","394887",
"2019-05-23 00:00","389343",
"2019-05-24 00:00","373882",
"2019-05-25 00:00","338398",
"2019-05-26 00:00","374072",
"2019-05-27 00:00","399584",
"2019-05-28 00:00","390371",
"2019-05-29 00:00","405155",
"2019-05-30 00:00","376874",
"2019-05-31 00:00","298997",
"2019-06-01 00:00","332092",
"2019-06-02 00:00","301003",
"2019-06-03 00:00","294009",
"2019-06-04 00:00","374763",
"2019-06-05 00:00","372948",
"2019-06-06 00:00","364526",
"2019-06-07 00:00","350011",
"2019-06-08 00:00","294369",
"2019-06-09 00:00","300917",
"2019-06-10 00:00","353629",
"2019-06-11 00:00","340449",
"2019-06-12 00:00","328464",
"2019-06-13 00:00","364373",
"2019-06-14 00:00","364383",
"2019-06-15 00:00","330954",
"2019-06-16 00:00","295254",
"2019-06-17 00:00","150965",
"2019-06-18 00:00","394843",
"2019-06-19 00:00","397488",
"2019-06-20 00:00","318905",
"2019-06-21 00:00","337741",
"2019-06-22 00:00","354075",
"2019-06-23 00:00","380088",
"2019-06-24 00:00","388342",
"2019-06-25 00:00","361385",
"2019-06-26 00:00","399624",
"2019-06-27 00:00","361050",
"2019-06-28 00:00","407094",
"2019-06-29 00:00","356682",
"2019-06-30 00:00","330731",
"2019-07-01 00:00","336862",
"2019-07-02 00:00","373409",
"2019-07-03 00:00","391736",
"2019-07-04 00:00","362645",
"2019-07-05 00:00","371349",
"2019-07-06 00:00","333461",
"2019-07-07 00:00","309516",
"2019-07-08 00:00","365193",
"2019-07-09 00:00","356418",
"2019-07-10 00:00","313153",
"2019-07-11 00:00","325776",
"2019-07-12 00:00","360899",
"2019-07-13 00:00","304545",
"2019-07-14 00:00","303287",
"2019-07-15 00:00","349111",
"2019-07-16 00:00","363337",
"2019-07-17 00:00","324892",
"2019-07-18 00:00","312371",
"2019-07-19 00:00","297740",
"2019-07-20 00:00","298266",
"2019-07-21 00:00","267306",
"2019-07-22 00:00","319399",
"2019-07-23 00:00","320352",
"2019-07-24 00:00","295589",
"2019-07-25 00:00","336536",
"2019-07-26 00:00","319612",
"2019-07-27 00:00","283892",
"2019-07-28 00:00","272974",
"2019-07-29 00:00","333619",
"2019-07-30 00:00","328375",
"2019-07-31 00:00","361337",
"2019-08-01 00:00","335943",
"2019-08-02 00:00","349556",
"2019-08-03 00:00","327588",
"2019-08-04 00:00","298805",
"2019-08-05 00:00","339136",
"2019-08-06 00:00","368348",
"2019-08-07 00:00","370909",
"2019-08-08 00:00","336181",
"2019-08-09 00:00","341125",
"2019-08-10 00:00","304138",
"2019-08-11 00:00","273280",
"2019-08-12 00:00","297446",
"2019-08-13 00:00","370747",
"2019-08-14 00:00","359997",
"2019-08-15 00:00","355644",
"2019-08-16 00:00","323625",
"2019-08-17 00:00","288256",
"2019-08-18 00:00","276365",
"2019-08-19 00:00","330473",
"2019-08-20 00:00","333304",
"2019-08-21 00:00","308808",
"2019-08-22 00:00","322453",
"2019-08-23 00:00","340220",
"2019-08-24 00:00","304481",
"2019-08-25 00:00","288934",
"2019-08-26 00:00","318219",
"2019-08-27 00:00","325984",
"2019-08-28 00:00","341200",
"2019-08-29 00:00","346734",
"2019-08-30 00:00","349200",
"2019-08-31 00:00","342195",
"2019-09-01 00:00","285468",
"2019-09-02 00:00","327248",
"2019-09-03 00:00","370631",
"2019-09-04 00:00","324741",
"2019-09-05 00:00","352410",
"2019-09-06 00:00","365531",
"2019-09-07 00:00","314429",
"2019-09-08 00:00","288507",
"2019-09-09 00:00","316852",
"2019-09-10 00:00","339858",
"2019-09-11 00:00","338276",
"2019-09-12 00:00","335868",
"2019-09-13 00:00","308856",
"2019-09-14 00:00","299894",
"2019-09-15 00:00","274146",
"2019-09-16 00:00","347341",
"2019-09-17 00:00","343778",
"2019-09-18 00:00","363185",
"2019-09-19 00:00","346110",
"2019-09-20 00:00","340929",
"2019-09-21 00:00","336013",
"2019-09-22 00:00","318713",
"2019-09-23 00:00","288149",
"2019-09-24 00:00","353263",
"2019-09-25 00:00","347747",
"2019-09-26 00:00","341351",
"2019-09-27 00:00","303903",
"2019-09-28 00:00","307847",
"2019-09-29 00:00","275288",
"2019-09-30 00:00","290597",
"2019-10-01 00:00","321762",
"2019-10-02 00:00","317740",
"2019-10-03 00:00","309322",
"2019-10-04 00:00","324457",
"2019-10-05 00:00","293732",
"2019-10-06 00:00","237068",
"2019-10-07 00:00","284292",
"2019-10-08 00:00","336354",
"2019-10-09 00:00","311049",
"2019-10-10 00:00","345048",
"2019-10-11 00:00","329290",
"2019-10-12 00:00","263579",
"2019-10-13 00:00","279487",
"2019-10-14 00:00","304466",
"2019-10-15 00:00","339698",
"2019-10-16 00:00","338473",
"2019-10-17 00:00","334105",
"2019-10-18 00:00","339390",
"2019-10-19 00:00","304736",
"2019-10-20 00:00","289796",
"2019-10-21 00:00","351791",
"2019-10-22 00:00","341464",
"2019-10-23 00:00","349320",
"2019-10-24 00:00","303843",
"2019-10-25 00:00","328598",
"2019-10-26 00:00","305722",
"2019-10-27 00:00","256253",
"2019-10-28 00:00","309611",
"2019-10-29 00:00","307953",
"2019-10-30 00:00","314163",
"2019-10-31 00:00","293779",
"2019-11-01 00:00","316187",
"2019-11-02 00:00","284443",
"2019-11-03 00:00","286581",
"2019-11-04 00:00","310979",
"2019-11-05 00:00","332839",
"2019-11-06 00:00","314698",
"2019-11-07 00:00","281762",
"2019-11-08 00:00","279005",
"2019-11-09 00:00","256904",
"2019-11-10 00:00","275414",
"2019-11-11 00:00","297973",
"2019-11-12 00:00","301382",
"2019-11-13 00:00","318945",
"2019-11-14 00:00","350023",
"2019-11-15 00:00","325145",
"2019-11-16 00:00","283468",
"2019-11-17 00:00","264370",
"2019-11-18 00:00","304671",
"2019-11-19 00:00","327630",
"2019-11-20 00:00","321086",
"2019-11-21 00:00","323954",
"2019-11-22 00:00","310539",
"2019-11-23 00:00","306424",
"2019-11-24 00:00","267368",
"2019-11-25 00:00","279470",
"2019-11-26 00:00","321310",
"2019-11-27 00:00","317597",
"2019-11-28 00:00","309623",
"2019-11-29 00:00","311290",
"2019-11-30 00:00","277458",
"2019-12-01 00:00","274621",
"2019-12-02 00:00","314730",
"2019-12-03 00:00","336512",
"2019-12-04 00:00","337284",
"2019-12-05 00:00","311468",
"2019-12-06 00:00","313218",
"2019-12-07 00:00","285284",
"2019-12-08 00:00","278853",
"2019-12-09 00:00","313629",
"2019-12-10 00:00","320064",
"2019-12-11 00:00","291248",
"2019-12-12 00:00","311795",
"2019-12-13 00:00","322888",
"2019-12-14 00:00","293496",
"2019-12-15 00:00","263441",
"2019-12-16 00:00","327085",
"2019-12-17 00:00","319254",
"2019-12-18 00:00","314249",
"2019-12-19 00:00","319555",
"2019-12-20 00:00","332657",
"2019-12-21 00:00","311118",
"2019-12-22 00:00","281070",
"2019-12-23 00:00","304845",
"2019-12-24 00:00","290436",
"2019-12-25 00:00","244666",
"2019-12-26 00:00","296063",
"2019-12-27 00:00","322204",
"2019-12-28 00:00","298287",
"2019-12-29 00:00","279925",
"2019-12-30 00:00","324497",
"2019-12-31 00:00","293447",
"2020-01-01 00:00","251735",
"2020-01-02 00:00","295567",
"2020-01-03 00:00","316517",
"2020-01-04 00:00","287215",
"2020-01-05 00:00","287779",
"2020-01-06 00:00","299146",
"2020-01-07 00:00","344079",
"2020-01-08 00:00","318019",
"2020-01-09 00:00","316117",
"2020-01-10 00:00","320145",
"2020-01-11 00:00","309070",
"2020-01-12 00:00","283136",
"2020-01-13 00:00","291597",
"2020-01-14 00:00","346953",
"2020-01-15 00:00","332658",
"2020-01-16 00:00","325947",
"2020-01-17 00:00","323992",
"2020-01-18 00:00","287237",
"2020-01-19 00:00","283960",
"2020-01-20 00:00","313661",
"2020-01-21 00:00","315210",
"2020-01-22 00:00","328586",
"2020-01-23 00:00","329918",
"2020-01-24 00:00","313887",
"2020-01-25 00:00","285584",
"2020-01-26 00:00","261247",
"2020-01-27 00:00","279240",
"2020-01-28 00:00","340052",
"2020-01-29 00:00","340562",
"2020-01-30 00:00","332558",
"2020-01-31 00:00","334434",
"2020-02-01 00:00","303724",
"2020-02-02 00:00","290879",
"2020-02-03 00:00","331012",
"2020-02-04 00:00","309190",
"2020-02-05 00:00","368604",
"2020-02-06 00:00","315370",
"2020-02-07 00:00","334938",
"2020-02-08 00:00","318363",
"2020-02-09 00:00","317070",
"2020-02-10 00:00","298104",
"2020-02-11 00:00","365583",
"2020-02-12 00:00","344615",
"2020-02-13 00:00","340081",
"2020-02-14 00:00","326078",
"2020-02-15 00:00","322721",
"2020-02-16 00:00","292236",
"2020-02-17 00:00","341491",
"2020-02-18 00:00","331050",
"2020-02-19 00:00","334805",
"2020-02-20 00:00","316626",
"2020-02-21 00:00","338484",
"2020-02-22 00:00","304592",
"2020-02-23 00:00","285579",
"2020-02-24 00:00","328890",
"2020-02-25 00:00","334593",
"2020-02-26 00:00","329967",
"2020-02-27 00:00","339405",
"2020-02-28 00:00","368590",
"2020-02-29 00:00","307527",
"2020-03-01 00:00","309849",
"2020-03-02 00:00","342821",
"2020-03-03 00:00","342324",
"2020-03-04 00:00","358745",
"2020-03-05 00:00","349529",
"2020-03-06 00:00","338383",
"2020-03-07 00:00","313312",
"2020-03-08 00:00","302694",
"2020-03-09 00:00","348211",
"2020-03-10 00:00","329698",
"2020-03-11 00:00","287492",
"2020-03-12 00:00","349978",
"2020-03-13 00:00","276798",
"2020-03-14 00:00","279828",
"2020-03-15 00:00","223230",
"2020-03-16 00:00","270399",
"2020-03-17 00:00","278326",
"2020-03-18 00:00","231254",
"2020-03-19 00:00","265689",
"2020-03-20 00:00","284594",
"2020-03-21 00:00","245896",
"2020-03-22 00:00","209154",
"2020-03-23 00:00","259816",
"2020-03-24 00:00","278131",
"2020-03-25 00:00","218176",
"2020-03-26 00:00","292828",
"2020-03-27 00:00","276546",
"2020-03-28 00:00","240627",
"2020-03-29 00:00","232820",
"2020-03-30 00:00","276828",
"2020-03-31 00:00","290227",
"2020-04-01 00:00","281855",
"2020-04-02 00:00","299176",
"2020-04-03 00:00","278763",
"2020-04-04 00:00","253274",
"2020-04-05 00:00","240259",
"2020-04-06 00:00","280470",
"2020-04-07 00:00","312770",
"2020-04-08 00:00","286563",
"2020-04-09 00:00","286706",
"2020-04-10 00:00","288585",
"2020-04-11 00:00","247852",
"2020-04-12 00:00","228529",
"2020-04-13 00:00","288113",
"2020-04-14 00:00","299391",
"2020-04-15 00:00","310253",
"2020-04-16 00:00","322903",
"2020-04-17 00:00","284222",
"2020-04-18 00:00","289134",
"2020-04-19 00:00","251984",
"2020-04-20 00:00","310810",
"2020-04-21 00:00","310851",
"2020-04-22 00:00","278755",
"2020-04-23 00:00","329045",
"2020-04-24 00:00","320055",
"2020-04-25 00:00","280805",
"2020-04-26 00:00","252833",
"2020-04-27 00:00","311217",
"2020-04-28 00:00","323475",
"2020-04-29 00:00","331401",
"2020-04-30 00:00","321972",
"2020-05-01 00:00","340574",
"2020-05-02 00:00","286773",
"2020-05-03 00:00","281752",
"2020-05-04 00:00","326098",
"2020-05-05 00:00","329075",
"2020-05-06 00:00","333395",
"2020-05-07 00:00","341986",
"2020-05-08 00:00","323625",
"2020-05-09 00:00","312399",
"2020-05-10 00:00","286789",
"2020-05-11 00:00","305839",
"2020-05-12 00:00","345215",
"2020-05-13 00:00","296796",
"2020-05-14 00:00","268750",
"2020-05-15 00:00","310642",
"2020-05-16 00:00","296555",
"2020-05-17 00:00","236808",
"2020-05-18 00:00","273723",
"2020-05-19 00:00","274897",
"2020-05-20 00:00","280037",
"2020-05-21 00:00","298483",
"2020-05-22 00:00","278784",
"2020-05-23 00:00","269230",
"2020-05-24 00:00","214530",
"2020-05-25 00:00","265875",
"2020-05-26 00:00","295782",
"2020-05-27 00:00","292927",
"2020-05-28 00:00","299910",
"2020-05-29 00:00","280960",
"2020-05-30 00:00","286046",
"2020-05-31 00:00","258427",
"2020-06-01 00:00","308312",
"2020-06-02 00:00","304114",
"2020-06-03 00:00","314000",
"2020-06-04 00:00","318285",
"2020-06-05 00:00","327082",
"2020-06-06 00:00","284873",
"2020-06-07 00:00","252368",
"2020-06-08 00:00","317275",
"2020-06-09 00:00","327033",
"2020-06-10 00:00","325163",
"2020-06-11 00:00","332490",
"2020-06-12 00:00","318274",
"2020-06-13 00:00","280181",
"2020-06-14 00:00","275723",
"2020-06-15 00:00","294468",
"2020-06-16 00:00","340517",
"2020-06-17 00:00","333547",
"2020-06-18 00:00","280603",
"2020-06-19 00:00","347436",
"2020-06-20 00:00","284123",
"2020-06-21 00:00","259440",
"2020-06-22 00:00","301396",
"2020-06-23 00:00","355256",
"2020-06-24 00:00","312321",
"2020-06-25 00:00","312183",
"2020-06-26 00:00","330381",
"2020-06-27 00:00","275489",
"2020-06-28 00:00","264909",
"2020-06-29 00:00","315424",
"2020-06-30 00:00","299733",
"2020-07-01 00:00","382570",
"2020-07-02 00:00","339469",
"2020-07-03 00:00","331009",
"2020-07-04 00:00","288647",
"2020-07-05 00:00","274104",
"2020-07-06 00:00","338767",
"2020-07-07 00:00","345975",
"2020-07-08 00:00","347455",
"2020-07-09 00:00","362718",
"2020-07-10 00:00","345996",
"2020-07-11 00:00","306771",
"2020-07-12 00:00","282364",
"2020-07-13 00:00","310227",
"2020-07-14 00:00","359847",
"2020-07-15 00:00","316064",
"2020-07-16 00:00","345849",
"2020-07-17 00:00","293907",
"2020-07-18 00:00","311022",
"2020-07-19 00:00","277093",
"2020-07-20 00:00","309747",
"2020-07-21 00:00","312871",
"2020-07-22 00:00","364792",
"2020-07-23 00:00","336245",
"2020-07-24 00:00","369432",
"2020-07-25 00:00","293883",
"2020-07-26 00:00","298580",
"2020-07-27 00:00","326769",
"2020-07-28 00:00","354742",
"2020-07-29 00:00","346521",
"2020-07-30 00:00","327789",
"2020-07-31 00:00","356906",
"2020-08-01 00:00","296705",
"2020-08-02 00:00","287869",
"2020-08-03 00:00","333753",
"2020-08-04 00:00","329032",
"2020-08-05 00:00","291814",
"2020-08-06 00:00","356612",
"2020-08-07 00:00","326499",
"2020-08-08 00:00","283631",
"2020-08-09 00:00","268402",
"2020-08-10 00:00","308367",
"2020-08-11 00:00","349952",
"2020-08-12 00:00","346405",
"2020-08-13 00:00","325346",
"2020-08-14 00:00","365679",
"2020-08-15 00:00","313760",
"2020-08-16 00:00","285069",
"2020-08-17 00:00","292944",
"2020-08-18 00:00","346036",
"2020-08-19 00:00","333879",
"2020-08-20 00:00","336108",
"2020-08-21 00:00","314297",
"2020-08-22 00:00","311699",
"2020-08-23 00:00","288728",
"2020-08-24 00:00","329133",
"2020-08-25 00:00","304409",
"2020-08-26 00:00","324184",
"2020-08-27 00:00","328157",
"2020-08-28 00:00","352722",
"2020-08-29 00:00","292783",
"2020-08-30 00:00","269114",
"2020-08-31 00:00","302920",
"2020-09-01 00:00","376508",
"2020-09-02 00:00","317449",
"2020-09-03 00:00","310922",
"2020-09-04 00:00","298286",
"2020-09-05 00:00","325523",
"2020-09-06 00:00","262820",
"2020-09-07 00:00","324511",
"2020-09-08 00:00","318892",
"2020-09-09 00:00","303674",
"2020-09-10 00:00","340164",
"2020-09-11 00:00","308323",
"2020-09-12 00:00","300152",
"2020-09-13 00:00","255110",
"2020-09-14 00:00","354020",
"2020-09-15 00:00","332957",
"2020-09-16 00:00","342609",
"2020-09-17 00:00","348600",
"2020-09-18 00:00","325157",
"2020-09-19 00:00","296357",
"2020-09-20 00:00","259095",
"2020-09-21 00:00","297605",
"2020-09-22 00:00","305381",
"2020-09-23 00:00","349938",
"2020-09-24 00:00","316552",
"2020-09-25 00:00","353070",
"2020-09-26 00:00","276162",
"2020-09-27 00:00","259382",
"2020-09-28 00:00","295476",
"2020-09-29 00:00","347697",
"2020-09-30 00:00","351417",
"2020-10-01 00:00","304757",
"2020-10-02 00:00","315443",
"2020-10-03 00:00","310855",
"2020-10-04 00:00","268019",
"2020-10-05 00:00","283581",
"2020-10-06 00:00","317922",
"2020-10-07 00:00","368434",
"2020-10-08 00:00","330227",
"2020-10-09 00:00","339343",
"2020-10-10 00:00","298486",
"2020-10-11 00:00","256096",
"2020-10-12 00:00","314174",
"2020-10-13 00:00","333215",
"2020-10-14 00:00","314541",
"2020-10-15 00:00","340993",
"2020-10-16 00:00","324647",
"2020-10-17 00:00","275069",
"2020-10-18 00:00","231557",
"2020-10-19 00:00","303929",
"2020-10-20 00:00","330563",
"2020-10-21 00:00","311292",
"2020-10-22 00:00","339087",
"2020-10-23 00:00","323869",
"2020-10-24 00:00","306774",
"2020-10-25 00:00","242273",
"2020-10-26 00:00","252494",
"2020-10-27 00:00","251938",
"2020-10-28 00:00","261340",
"2020-10-29 00:00","276070",
"2020-10-30 00:00","268364",
"2020-10-31 00:00","275796",
"2020-11-01 00:00","276280",
"2020-11-02 00:00","224609",
"2020-11-03 00:00","331673",
"2020-11-04 00:00","320697",
"2020-11-05 00:00","318668",
"2020-11-06 00:00","340351",
"2020-11-07 00:00","270901",
"2020-11-08 00:00","243047",
"2020-11-09 00:00","326383",
"2020-11-10 00:00","303270",
"2020-11-11 00:00","322274",
"2020-11-12 00:00","324855",
"2020-11-13 00:00","300040",
"2020-11-14 00:00","273511",
"2020-11-15 00:00","252715",
"2020-11-16 00:00","311477",
"2020-11-17 00:00","347772",
"2020-11-18 00:00","362007",
"2020-11-19 00:00","311061",
"2020-11-20 00:00","348026",
"2020-11-21 00:00","311189",
"2020-11-22 00:00","271125",
"2020-11-23 00:00","297840",
"2020-11-24 00:00","333293",
"2020-11-25 00:00","361990",
"2020-11-26 00:00","323975",
"2020-11-27 00:00","322445",
"2020-11-28 00:00","293949",
"2020-11-29 00:00","263573",
"2020-11-30 00:00","256551",
"2020-12-01 00:00","378068",
"2020-12-02 00:00","327019",
"2020-12-03 00:00","346921",
"2020-12-04 00:00","318894",
"2020-12-05 00:00","282599",
"2020-12-06 00:00","258624",
"2020-12-07 00:00","300906",
"2020-12-08 00:00","330970",
"2020-12-09 00:00","321079",
"2020-12-10 00:00","313649",
"2020-12-11 00:00","304735",
"2020-12-12 00:00","295410",
"2020-12-13 00:00","276160",
"2020-12-14 00:00","314350",
"2020-12-15 00:00","320440",
"2020-12-16 00:00","315217",
"2020-12-17 00:00","309481",
"2020-12-18 00:00","375549",
"2020-12-19 00:00","343536",
"2020-12-20 00:00","282043",
"2020-12-21 00:00","269834",
"2020-12-22 00:00","324163",
"2020-12-23 00:00","338463",
"2020-12-24 00:00","269559",
"2020-12-25 00:00","303901",
"2020-12-26 00:00","273954",
"2020-12-27 00:00","309005",
"2020-12-28 00:00","308983",
"2020-12-29 00:00","336311",
"2020-12-30 00:00","338258",
"2020-12-31 00:00","344918",
"2021-01-01 00:00","258080",
"2021-01-02 00:00","297111",
"2021-01-03 00:00","359116",
"2021-01-04 00:00","373734",
"2021-01-05 00:00","354051",
"2021-01-06 00:00","397384",
"2021-01-07 00:00","401746",
"2021-01-08 00:00","358526",
"2021-01-09 00:00","321389",
"2021-01-10 00:00","331865",
"2021-01-11 00:00","333958",
"2021-01-12 00:00","336627",
"2021-01-13 00:00","319167",
"2021-01-14 00:00","338809",
"2021-01-15 00:00","344002",
"2021-01-16 00:00","308461",
"2021-01-17 00:00","271874",
"2021-01-18 00:00","313816",
"2021-01-19 00:00","325083",
"2021-01-20 00:00","314809",
"2021-01-21 00:00","290754",
"2021-01-22 00:00","323868",
"2021-01-23 00:00","308276",
"2021-01-24 00:00","253971",
"2021-01-25 00:00","309102",
"2021-01-26 00:00","336935",
"2021-01-27 00:00","323553",
"2021-01-28 00:00","325146",
"2021-01-29 00:00","341036",
"2021-01-30 00:00","312313",
"2021-01-31 00:00","290753",
"2021-02-01 00:00","277579",
"2021-02-02 00:00","367835",
"2021-02-03 00:00","344425",
"2021-02-04 00:00","367788",
"2021-02-05 00:00","360541",
"2021-02-06 00:00","333886",
"2021-02-07 00:00","286364",
"2021-02-08 00:00","335223",
"2021-02-09 00:00","360137",
